batch_size,dropout_frac,epochs,learning_rate,num_hidden_dense,num_neurons,loss,mean_squared_error,val_loss,val_mean_squared_error,uuid
128.0,0.5262113495708169,497.0,0.015230281728996667,39.0,50.0,0.6178699233796862,,0.5040201544761658,,028cd8af-b713-46e9-9ca2-309b8333b727
32.0,0.4959622376008052,111.0,0.07744278893601457,31.0,4.0,0.5033988446659512,,0.5058513069152832,,fe76864f-c2a1-43d4-bde6-59a969661c19
128.0,0.5573409128283551,433.0,0.029770685150870616,2.0,52.0,0.16901482053928904,,0.07824248820543289,,d1552149-a8e7-47f7-834c-1b2d14194377
32.0,0.4605269024569859,341.0,0.05629130009911228,38.0,21.0,1.9474697065353395,,0.5072366619110107,,345ac931-4994-4cfe-b7df-0c46be804dfc
16.0,0.14388338060956318,92.0,0.005044940832496176,39.0,90.0,0.4994709630807241,,0.5159025144577026,,30b3afe0-38fe-4fda-9a2e-aa4b1a56af76
8.0,0.0949903838760084,235.0,0.002450608601043872,38.0,31.0,0.4987302174833086,,0.5185170960426331,,42c964a6-0b36-4add-9e6f-240d3857ea8a
8.0,0.645732992704369,217.0,0.03749538465178844,3.0,3.0,0.5019183712535434,,0.5040207362174988,,23473602-491a-4689-b9ac-b06fa9beb5c0
64.0,0.574940120834607,326.0,0.0040360477173767085,36.0,58.0,0.499814830356174,,0.521462984085083,,0ec20073-2191-4a16-89a6-6d29020cf1a7
16.0,0.3127501787432778,12.0,0.00021961088801831648,41.0,99.0,0.49755832221772933,,0.5245932340621948,,6982998c-4859-4e1f-a2fc-ba832a8bacf5
64.0,0.1342575754932417,199.0,0.047134293235773866,10.0,32.0,0.17047550943162706,,0.08654967725276946,,c2d821ea-a455-4e1b-b14c-aa21bda0f0c8
2.0,0.625997767755631,93.0,0.0004996356181450293,30.0,53.0,33.67765802163838,,0.5152658605575562,,77b0c60f-f8fe-49b0-a4af-4cdf45f0a9de
2.0,0.6841224359427558,362.0,0.0006711561040027148,23.0,97.0,623.7959706118247,,0.5120010903477669,,7d84364a-b4b2-4835-b518-f23515fafe1b
4.0,0.5548170006158124,200.0,0.0019337096131172538,18.0,45.0,0.4957996664113469,,0.522244524359703,,97d59d50-c973-436a-9dd6-4e99b2eb7a9c
32.0,0.2932657319499691,200.0,0.007657133839734518,9.0,40.0,0.10064581089549594,,0.03437851678580046,,b67ae2a6-5b82-4596-9b8f-5c3b31e4d607
64.0,0.37859514543803463,331.0,0.038686963067834895,6.0,51.0,0.25183742609288956,,0.09105608969926834,,8c36849e-ac7d-4848-a286-2943a5d99e38
8.0,0.09946353066228655,118.0,0.00040818391431310294,31.0,20.0,0.497273098760181,,0.5229068994522095,,de0d1489-4a9d-4a21-8a46-76124faa9571
8.0,0.32494800859831313,195.0,0.042804856620733786,15.0,76.0,25.5117425485452,,0.5040336966514587,,42421a3e-683c-4173-aba6-fdc1ad0eab71
16.0,0.5015959140879882,103.0,0.001017604132413319,12.0,25.0,0.24428960078292422,,0.46573143362998964,,30c1d1f7-3912-472a-b00e-5094b6e81bb8
128.0,0.7304210001767387,197.0,0.003428748439518771,11.0,78.0,0.6541549044185214,,0.5332996845245361,,6fd5a3fe-6ed5-4565-8deb-a147dc7b2275
32.0,0.2314413726604168,431.0,0.0007209713193791203,41.0,50.0,0.49664797107378644,,0.5206400942802429,,4d5970e1-31cb-4e25-871e-e412e9b4404d
128.0,0.5767292031156134,276.0,0.09510548303941174,40.0,21.0,1.2958220865991381,,0.5040215849876404,,6f1cae7d-a902-4072-9f8f-b001be9ac160
16.0,0.3177784174370426,127.0,0.000961479514071318,45.0,51.0,0.49671440972222225,,0.5233016872406006,,84e73a5c-38bb-4997-a131-00a783f9c2b3
16.0,0.16193274478344521,360.0,0.002480240027757306,11.0,97.0,0.01949222654932075,,0.002679869546554983,,7b633f6f-8143-4d97-a3da-480823ab4fd3
8.0,0.35304518805944235,484.0,0.0006254535142149212,24.0,35.0,0.09462522334522672,,0.1787428906559944,,1cd9f352-c603-4238-9688-b056b8a0f825
4.0,0.2701030224314275,144.0,0.009096243408940665,25.0,21.0,0.4969927756653892,,0.5096953701972962,,c70dc08f-331f-4c87-b53e-b4fce8fef542
16.0,0.4718353328743091,169.0,0.00024297566846760656,29.0,72.0,0.5019756237665812,,0.5261704587936401,,0f822db8-5883-4858-8fa9-1d72eb9f371f
128.0,0.08831368151593559,41.0,0.055233368928862256,42.0,30.0,0.5050733174218072,,0.5098346471786499,,aae36eed-263c-4a6c-8370-bb9fbf2f3376
4.0,0.11291272281624372,235.0,0.00013396626586881916,2.0,52.0,0.08581461625070208,,0.06029552629915998,,3816cb42-58ef-4635-b11b-43720002dd87
64.0,0.5617006722414027,23.0,0.0012525193372608507,16.0,68.0,1.1324600818422106,,0.5277523899078369,,8ff06da0-da8d-46e6-9a04-34da3d35d826
4.0,0.623326454408365,349.0,0.09361684589874081,26.0,2.0,0.5164407704936134,,0.504040796160698,,c67c0624-364f-4e1f-9bf6-d7ee942a133b
2.0,0.3179072519516922,241.0,0.00011561468728222884,21.0,11.0,0.49641762109318127,,0.5238596254587173,,8879cafe-7e84-4fd9-8c71-889cb93f8cc1
128.0,0.27450483221755534,161.0,0.028493705171487325,12.0,33.0,0.17907059609889983,,0.11390756815671921,,045d0bf8-c95a-43a0-a346-93dfd4574096
4.0,0.665486521242721,425.0,0.0010594248393507608,36.0,50.0,0.4962695349918471,,0.5236137849092484,,77d9f9fb-3a54-4296-bc2b-a5b34c72c3a3
8.0,0.4783641360618131,174.0,0.0003953675944676605,31.0,13.0,0.531829755836063,,0.5226960754394532,,c6016020-5533-4648-aa93-a83fc625d1c3
64.0,0.4817783521339417,119.0,0.003078996814330836,4.0,34.0,0.09313658989138074,,0.04241015702486038,,283ebb92-6ae8-4224-8bdb-071021e1c57a
128.0,0.28799801811095604,277.0,0.0016853228424040835,4.0,75.0,0.020889281895425584,,0.001328496728092432,,9a92e993-e483-4a28-8a5d-2a02a5e38f9b
2.0,0.080238534981183,365.0,0.0011449977028503103,5.0,32.0,0.011140068738839343,,0.001495810936557973,,647daeee-f959-4496-b044-13757ce31b59
2.0,0.4044849249879707,307.0,0.0006333373615031373,3.0,69.0,0.024533376967439027,,0.001129138588294154,,f813908d-b5d4-4f98-8164-cc263bbcdabc
64.0,0.5932757319722486,178.0,0.012642835172135625,26.0,6.0,0.49696792748239305,,0.5139794766902923,,0933ef94-254a-469c-8df7-2c21a81d27a1
8.0,0.6858891732009084,126.0,0.0013877885699299063,30.0,54.0,80.65903897841771,,0.5155405259132385,,b1672b00-1851-488e-b8b1-6d3e31cda454
32.0,0.17618349005813,51.0,0.0018040941556920547,21.0,13.0,0.17616834825939603,,0.11423194259405137,,6e0df7d8-edfe-4969-903e-aa28b7c9899c
8.0,0.4118256378322377,433.0,0.007620045775402642,9.0,45.0,0.1682222153743108,,0.09005979135632515,,295344fd-c4d3-4a38-9095-226eb115f08c
64.0,0.5563563791801942,96.0,0.00027182063836394247,39.0,26.0,82.01206467390061,,0.523098714351654,,2a356e6b-4e3f-4594-b18f-2cb72e8786a4
64.0,0.1260102206814508,269.0,0.000745262744642734,28.0,40.0,0.06959894978337818,,0.16173128992319108,,17927b36-bb7c-4bb6-ba24-7e07cf3f138b
32.0,0.4104412907669262,268.0,0.007622032702201376,34.0,30.0,0.49754932800928753,,0.5209995841979981,,d1986059-de9e-4032-9da1-68016df6033f
128.0,0.2986207478713575,194.0,0.0010680826005781577,30.0,90.0,0.0759923471013705,,0.33288756012916565,,6a24129a-14af-4978-ad6f-ac06bc57851c
32.0,0.2335361555438173,395.0,0.011690093118564525,21.0,29.0,0.49795613129933675,,0.363920658826828,,e7cd4146-cde9-4797-83af-f92ed6638d91
128.0,0.12254662278470183,197.0,0.012790226482689866,22.0,11.0,0.4797208865483602,,0.30562472343444824,,5caf93f1-6ee1-4559-88c6-0dbf53bea008
2.0,0.5898928842188262,341.0,0.007783257645663678,45.0,24.0,4.6591590358130635,,0.5041361193358899,,f64f7165-eb4c-4bb9-87a6-864491179e99
32,0.26240332371413866,95,0.006449763100254288,13,29,0.09405868255429797,,0.050875551626086236,,93489023-d89c-4e85-95b0-9960eda40b6f
